doc_id,corpus_tier,source_name_instrument_body,title_url_query,retrieval_date_format_language,production_context,dqa_context_score,dqa_content_score,full_text_available,locus_tag,source_topic_tag,verification_logic,deident_status,access_status_notes,firm_mentioned,iec_verification_status,verification_method,verification_date,relevance_to_study,corpus_role,enterprise_scale_tier,scale_evidence,hurdle_scale_coupled,publication_date,dqa_content_notes
B-YT-039,B,YouTube / TPA INDORE (Public Practitioner Forum),https://www.youtube.com/watch?v=_8T0-MKIUyw,"2026-07-06 / json,csv,txt / English",Corpus B practitioner discourse & lived hurdles: Authentic YouTube comments on 'RoDTEP scheme export duty scrip audit reimbursement FEMA' (Section 6.2 DQA passed; transcripts excluded; author handles de-identified per Section 11),"A,A,A,A,A,A","A,A,A,A,A,A",yes (de-identified),informational-verifiability,youtube-rodtep-scrip-reimbursement-fema,facility-and-process,de-identified (handles/names removed per Section 11),None (Generalized Discourse - Unverified),Unverified - Keyword Plausible (No Firm/Registry ID Found),Keyword Presence Check (Unverified Entity),2026-07-22,keyword-plausible-unverified,MSME-instance (keyword-plausible target population under study),,Tier 4 (indeterminate),,no,2021-10-01T13:30:03Z,
B-GD-001,B,GDELT 2.0 / news.webindia123.com (Media & Trade News),https://news.webindia123.com/news/Articles/Business/20260628/4468485.html,"2026-07-09 / json,csv,txt / English",Corpus B media & trade news report: 'China emerges as key growth driver for India frozen shrimp exports ; US remains top market in FY26' (Section 10 DQA passed; newspaper3k full-text extracted; deduplicated),"M,A,A,A,A,A","M,M,M,M,M,M",yes,inductive-other,gdelt-seafood-dwpe-alerts,not-applicable,not-required,None (Generalized Discourse - Unverified),Unverified - Keyword Plausible (No Firm/Registry ID Found),Keyword Presence Check (Unverified Entity),2026-07-22,keyword-plausible-unverified,MSME-instance (keyword-plausible target population under study),,Tier 4 (indeterminate),,no,20260628T153000Z,"Auth: Secondary/regional media or trade aggregator | Rel: High relevance (4 agri + 4 trade friction terms) | Gran: Substantive depth (604 words, 3 regulatory/quantitative parameters) | Curr: Recent active trade period (2026) | Comp: Full operative article text (604 words) | Mach: Clean UTF-8 newspaper3k full-text extraction"
B-GD-002,B,GDELT 2.0 / prokerala.com (Media & Trade News),https://www.prokerala.com/news/articles/a1770827.html,"2026-07-09 / json,csv,txt / English",Corpus B media & trade news report: 'India Blue Economy emerging as powerful engine of growth : Piyush Goyal' (Section 10 DQA passed; newspaper3k full-text extracted; deduplicated),"M,A,A,A,A,A","M,M,M,M,M,M",yes,inductive-other,gdelt-seafood-dwpe-alerts,not-applicable,not-required,None (Generalized Discourse - Unverified),Unverified - Keyword Plausible (No Firm/Registry ID Found),Keyword Presence Check (Unverified Entity),2026-07-22,keyword-plausible-unverified,MSME-instance (keyword-plausible target population under study),,Tier 4 (indeterminate),,no,20260603T104500Z,"Auth: Secondary/regional media or trade aggregator | Rel: High relevance (4 agri + 4 trade friction terms) | Gran: Substantive depth (416 words, 2 regulatory/quantitative parameters) | Curr: Recent active trade period (2026) | Comp: Full operative article text (416 words) | Mach: Clean UTF-8 newspaper3k full-text extraction"
B-GD-003,B,GDELT 2.0 / businesstoday.in (Media & Trade News),https://www.businesstoday.in/industry/story/china-surge-offsets-us-fall-indias-seafood-exports-hit-all-time-high-526775-2026-04-21,"2026-07-09 / json,csv,txt / English","Corpus B media & trade news report: 'US demand dips , China rises : India seafood exports hit all time high' (Section 10 DQA passed; newspaper3k full-text extracted; deduplicated)","M,A,A,A,A,A","M,M,M,M,M,M",yes,inductive-other,gdelt-seafood-dwpe-alerts,not-applicable,not-required,None (Generalized Discourse - Unverified),Unverified - Keyword Plausible (No Firm/Registry ID Found),Keyword Presence Check (Unverified Entity),2026-07-22,keyword-plausible-unverified,MSME-instance (keyword-plausible target population under study),,Tier 4 (indeterminate),,no,20260421T164500Z,"Auth: Secondary/regional media or trade aggregator | Rel: High relevance (3 agri + 4 trade friction terms) | Gran: Substantive depth (369 words, 2 regulatory/quantitative parameters) | Curr: Recent active trade period (2026) | Comp: Full operative article text (369 words) | Mach: Clean UTF-8 newspaper3k full-text extraction"
B-GD-004,B,GDELT 2.0 / aninews.in (Media & Trade News),https://aninews.in/news/national/general-news/indias-seafood-exports-hit-all-time-high-of-rs-72000-crore20260421235741/,"2026-07-09 / json,csv,txt / English","Corpus B media & trade news report: 'India seafood exports hit all - time high of Rs 72 , 000 crore' (Section 10 DQA passed; newspaper3k full-text extracted; deduplicated)","M,A,A,A,A,A","M,M,M,M,M,M",yes,inductive-other,gdelt-seafood-dwpe-alerts,not-applicable,not-required,None (Generalized Discourse - Unverified),Unverified - Keyword Plausible (No Firm/Registry ID Found),Keyword Presence Check (Unverified Entity),2026-07-22,keyword-plausible-unverified,MSME-instance (keyword-plausible target population under study),,Tier 4 (indeterminate),,no,20260421T190000Z,"Auth: Secondary/regional media or trade aggregator | Rel: High relevance (4 agri + 4 trade friction terms) | Gran: Substantive depth (308 words, 2 regulatory/quantitative parameters) | Curr: Recent active trade period (2026) | Comp: Full operative article text (308 words) | Mach: Clean UTF-8 newspaper3k full-text extraction"
B-GD-005,B,GDELT 2.0 / aninews.in (Media & Trade News),https://aninews.in/news/business/indias-seafood-exports-hit-record-rs-72000-crore-in-fy26-frozen-shrimp-leads-growth20260421221052/,"2026-07-09 / json,csv,txt / English","Corpus B media & trade news report: 'India seafood exports hit record Rs 72 , 000 crore in FY26 ; Frozen shrimp leads growth' (Section 10 DQA passed; newspaper3k full-text extracted; deduplicated)","M,A,A,A,A,A","M,M,M,M,M,M",yes,inductive-other,gdelt-seafood-dwpe-alerts,not-applicable,not-required,None (Generalized Discourse - Unverified),Unverified - Keyword Plausible (No Firm/Registry ID Found),Keyword Presence Check (Unverified Entity),2026-07-22,keyword-plausible-unverified,MSME-instance (keyword-plausible target population under study),,Tier 4 (indeterminate),,no,20260422T034500Z,"Auth: Secondary/regional media or trade aggregator | Rel: High relevance (4 agri + 4 trade friction terms) | Gran: Substantive depth (287 words, 3 regulatory/quantitative parameters) | Curr: Recent active trade period (2026) | Comp: Full operative article text (287 words) | Mach: Clean UTF-8 newspaper3k full-text extraction"
B-GD-006,B,GDELT 2.0 / news.webindia123.com (Media & Trade News),https://news.webindia123.com/news/Articles/Business/20260605/4459024.html,"2026-07-09 / json,csv,txt / English",Corpus B media & trade news report: 'India eyes USD 30 billion seafood export target within next 5 years : Piyush Goyal' (Section 10 DQA passed; newspaper3k full-text extracted; deduplicated),"M,A,A,A,A,A","M,M,M,M,M,M",yes,internal-capability,gdelt-seafood-dwpe-alerts,not-applicable,not-required,None (Generalized Discourse - Unverified),Unverified - Keyword Plausible (No Firm/Registry ID Found),Keyword Presence Check (Unverified Entity),2026-07-22,keyword-plausible-unverified,MSME-instance (keyword-plausible target population under study),,Tier 4 (indeterminate),,no,20260605T233000Z,"Auth: Secondary/regional media or trade aggregator | Rel: High relevance (4 agri + 3 trade friction terms) | Gran: Substantive depth (1199 words, 3 regulatory/quantitative parameters) | Curr: Recent active trade period (2026) | Comp: Full operative article text (1199 words) | Mach: Clean UTF-8 newspaper3k full-text extraction"
B-GD-007,B,GDELT 2.0 / timesofoman.com (Media & Trade News),https://timesofoman.com/article/172618-india-eyes-30bn-seafood-export-target-within-next-5-years-piyush-goyal,"2026-07-09 / json,csv,txt / English",Corpus B media & trade news report: 'India eyes $30bn seafood export target within next 5 years : Piyush Goyal' (Section 10 DQA passed; newspaper3k full-text extracted; deduplicated),"M,A,A,A,A,A","M,M,M,M,M,M",yes,internal-capability,gdelt-seafood-dwpe-alerts,not-applicable,not-required,None (Generalized Discourse - Unverified),Unverified - Keyword Plausible (No Firm/Registry ID Found),Keyword Presence Check (Unverified Entity),2026-07-22,keyword-plausible-unverified,MSME-instance (keyword-plausible target population under study),,Tier 4 (indeterminate),,no,20260606T044500Z,"Auth: Secondary/regional media or trade aggregator | Rel: High relevance (4 agri + 3 trade friction terms) | Gran: Substantive depth (5397 words, 3 regulatory/quantitative parameters) | Curr: Recent active trade period (2026) | Comp: Full operative article text (5397 words) | Mach: Clean UTF-8 newspaper3k full-text extraction"
B-GD-008,B,GDELT 2.0 / thehindubusinessline.com (Media & Trade News),https://www.thehindubusinessline.com/economy/agri-business/india-included-in-revised-eu-list-for-continued-aquaculture-exports/article70977987.ece,"2026-07-09 / json,csv,txt / English",Corpus B media & trade news report: 'India included in revised EU list for continued seafood and aquaculture exports' (Section 10 DQA passed; newspaper3k full-text extracted; deduplicated),"A,A,M,A,A,A","M,M,M,M,M,M",yes,institutional-voids,gdelt-seafood-dwpe-alerts,catch-legality-aquaculture,not-required,None (Generalized Discourse - Unverified),Unverified - Keyword Plausible (No Firm/Registry ID Found),Keyword Presence Check (Unverified Entity),2026-07-22,keyword-plausible-unverified,MSME-instance (keyword-plausible target population under study),,Tier 4 (indeterminate),,no,20260514T113000Z,"Auth: Tier-1 established financial/trade media domain | Rel: High relevance (6 agri + 3 trade friction terms) | Gran: Overview narrative (535 words, 0 regulatory specifics) | Curr: Recent active trade period (2026) | Comp: Full operative article text (535 words) | Mach: Clean UTF-8 newspaper3k full-text extraction"
B-GD-009,B,GDELT 2.0 / thehindubusinessline.com (Media & Trade News),https://www.thehindubusinessline.com/economy/agri-business/warming-waters-falling-yields-climate-change-and-the-future-of-indias-shrimp-industry/article70932872.ece,"2026-07-09 / json,csv,txt / English","Corpus B media & trade news report: 'Warming waters , falling yields : Climate change and the future of India shrimp industry' (Section 10 DQA passed; newspaper3k full-text extracted; deduplicated)","A,A,M,A,A,A","M,M,M,M,M,M",yes,internal-capability,gdelt-seafood-dwpe-alerts,not-applicable,not-required,None (Generalized Discourse - Unverified),Unverified - Keyword Plausible (No Firm/Registry ID Found),Keyword Presence Check (Unverified Entity),2026-07-22,keyword-plausible-unverified,MSME-instance (keyword-plausible target population under study),,Tier 5 (excluded-large),nse,no,20260503T064500Z,"Auth: Tier-1 established financial/trade media domain | Rel: High relevance (3 agri + 3 trade friction terms) | Gran: Overview narrative (896 words, 1 regulatory specifics) | Curr: Recent active trade period (2026) | Comp: Full operative article text (896 words) | Mach: Clean UTF-8 newspaper3k full-text extraction"
B-GD-010,B,GDELT 2.0 / economictimes.indiatimes.com (Media & Trade News),https://economictimes.indiatimes.com/news/economy/foreign-trade/seafood-exports-up-11-2-in-2025-26/articleshow/130423199.cms,"2026-07-09 / json,csv,txt / English",Corpus B media & trade news report: 'Seafood exports up 11 . 2 % in 2025 - 26' (Section 10 DQA passed; newspaper3k full-text extracted; deduplicated),"A,A,M,A,A,A","M,M,M,M,M,M",yes,inductive-other,gdelt-seafood-dwpe-alerts,not-applicable,not-required,None (Generalized Discourse - Unverified),Unverified - Keyword Plausible (No Firm/Registry ID Found),Keyword Presence Check (Unverified Entity),2026-07-22,keyword-plausible-unverified,MSME-instance (keyword-plausible target population under study),,Tier 5 (excluded-large),nse,no,20260421T183000Z,"Auth: Tier-1 established financial/trade media domain | Rel: High relevance (2 agri + 4 trade friction terms) | Gran: Overview narrative (160 words, 1 regulatory specifics) | Curr: Recent active trade period (2026) | Comp: Full operative article text (160 words) | Mach: Clean UTF-8 newspaper3k full-text extraction"
B-GD-011,B,GDELT 2.0 / pragativadi.com (Media & Trade News),https://pragativadi.com/odisha-aims-to-become-eastern-indias-marine-fisheries-and-shrimp-export-powerhouse/,"2026-07-09 / json,csv,txt / English",Corpus B media & trade news report: 'Odisha Deep Sea Fishing Mission and Odisha Shrimp Mission - Pragativadi I Latest Odisha News in English I Breaking News' (Section 10 DQA passed; newspaper3k full-text extracted; deduplicated),"M,A,M,A,A,A","M,M,M,M,M,M",yes,internal-capability,gdelt-seafood-dwpe-alerts,catch-legality-aquaculture,not-required,None (Generalized Discourse - Unverified),Unverified - Keyword Plausible (No Firm/Registry ID Found),Keyword Presence Check (Unverified Entity),2026-07-22,keyword-plausible-unverified,MSME-instance (keyword-plausible target population under study),,Tier 4 (indeterminate),,no,20260611T171500Z,"Auth: Secondary/regional media or trade aggregator | Rel: High relevance (2 agri + 3 trade friction terms) | Gran: Overview narrative (493 words, 1 regulatory specifics) | Curr: Recent active trade period (2026) | Comp: Full operative article text (493 words) | Mach: Clean UTF-8 newspaper3k full-text extraction"
B-GD-012,B,GDELT 2.0 / newkerala.com (Media & Trade News),https://www.newkerala.com/news/a/seafood-exports-surpass-rs-72000-crore-fy26-frozen-255.htm,"2026-07-09 / json,csv,txt / English","Corpus B media & trade news report: 'India Seafood Exports Surpass Rs 72 , 000 Crore in FY26' (Section 10 DQA passed; newspaper3k full-text extracted; deduplicated)","M,A,A,A,A,A","M,M,M,M,M,M",yes,inductive-other,gdelt-seafood-dwpe-alerts,not-applicable,not-required,None (Generalized Discourse - Unverified),Unverified - Keyword Plausible (No Firm/Registry ID Found),Keyword Presence Check (Unverified Entity),2026-07-22,keyword-plausible-unverified,MSME-instance (keyword-plausible target population under study),,Tier 4 (indeterminate),,no,20260422T211500Z,"Auth: Secondary/regional media or trade aggregator | Rel: High relevance (4 agri + 3 trade friction terms) | Gran: Substantive depth (630 words, 2 regulatory/quantitative parameters) | Curr: Recent active trade period (2026) | Comp: Full operative article text (630 words) | Mach: Clean UTF-8 newspaper3k full-text extraction"
B-GD-013,B,GDELT 2.0 / newkerala.com (Media & Trade News),https://www.newkerala.com/news/a/indias-seafood-exports-hit-record-rs-72000-crore-572.htm,"2026-07-09 / json,csv,txt / English","Corpus B media & trade news report: 'India Seafood Exports Record ₹72 , 000 Crore FY26' (Section 10 DQA passed; newspaper3k full-text extracted; deduplicated)","M,A,A,A,A,A","M,M,M,M,M,M",yes,inductive-other,gdelt-seafood-dwpe-alerts,not-applicable,not-required,None (Generalized Discourse - Unverified),Unverified - Keyword Plausible (No Firm/Registry ID Found),Keyword Presence Check (Unverified Entity),2026-07-22,keyword-plausible-unverified,MSME-instance (keyword-plausible target population under study),,Tier 4 (indeterminate),,no,20260421T171500Z,"Auth: Secondary/regional media or trade aggregator | Rel: High relevance (3 agri + 3 trade friction terms) | Gran: Substantive depth (538 words, 3 regulatory/quantitative parameters) | Curr: Recent active trade period (2026) | Comp: Full operative article text (538 words) | Mach: Clean UTF-8 newspaper3k full-text extraction"
B-GD-014,B,GDELT 2.0 / aninews.in (Media & Trade News),https://aninews.in/news/business/national-workshop-discusses-value-addition-sustainability-and-market-access-to-boost-seafood-exports20260609133208/,"2026-07-09 / json,csv,txt / English","Corpus B media & trade news report: 'National workshop discusses value addition , sustainability and market access to boost seafood exports' (Section 10 DQA passed; newspaper3k full-text extracted; deduplicated)","M,A,A,A,A,A","M,M,M,M,M,M",yes,internal-capability,gdelt-seafood-dwpe-alerts,not-applicable,not-required,None (Generalized Discourse - Unverified),Unverified - Keyword Plausible (No Firm/Registry ID Found),Keyword Presence Check (Unverified Entity),2026-07-22,keyword-plausible-unverified,MSME-instance (keyword-plausible target population under study),,Tier 4 (indeterminate),,no,20260609T090000Z,"Auth: Secondary/regional media or trade aggregator | Rel: High relevance (5 agri + 3 trade friction terms) | Gran: Substantive depth (373 words, 2 regulatory/quantitative parameters) | Curr: Recent active trade period (2026) | Comp: Full operative article text (373 words) | Mach: Clean UTF-8 newspaper3k full-text extraction"
B-GD-015,B,GDELT 2.0 / aninews.in (Media & Trade News),https://aninews.in/news/business/union-fisheries-secretary-reviews-brackish-water-aquaculture-cluster-in-bhimavaram20260416182759/,"2026-07-09 / json,csv,txt / English",Corpus B media & trade news report: 'Union Fisheries Secretary reviews Brackish water Aquaculture Cluster in Bhimavaram' (Section 10 DQA passed; newspaper3k full-text extracted; deduplicated),"M,A,M,A,A,A","M,M,M,M,M,M",yes,internal-capability,gdelt-seafood-dwpe-alerts,catch-legality-aquaculture,not-required,None (Generalized Discourse - Unverified),Unverified - Keyword Plausible (No Firm/Registry ID Found),Keyword Presence Check (Unverified Entity),2026-07-22,keyword-plausible-unverified,MSME-instance (keyword-plausible target population under study),,Tier 5 (excluded-large),nse,no,20260416T133000Z,"Auth: Secondary/regional media or trade aggregator | Rel: High relevance (4 agri + 4 trade friction terms) | Gran: Overview narrative (718 words, 1 regulatory specifics) | Curr: Recent active trade period (2026) | Comp: Full operative article text (718 words) | Mach: Clean UTF-8 newspaper3k full-text extraction"
B-GD-016,B,GDELT 2.0 / newindianexpress.com (Media & Trade News),https://www.newindianexpress.com/states/andhra-pradesh/2026/Jun/06/cm-naidu-announces-aqua-corridor-to-strengthen-andhra-pradeshs-seafood-exports,"2026-07-09 / json,csv,txt / English",Corpus B media & trade news report: 'CM Naidu announces aqua corridor to strengthen Andhra Pradesh seafood exports' (Section 10 DQA passed; newspaper3k full-text extracted; deduplicated),"M,A,A,A,A,A","M,M,M,M,M,M",yes,internal-capability,gdelt-seafood-dwpe-alerts,not-applicable,not-required,None (Generalized Discourse - Unverified),Unverified - Keyword Plausible (No Firm/Registry ID Found),Keyword Presence Check (Unverified Entity),2026-07-22,keyword-plausible-unverified,MSME-instance (keyword-plausible target population under study),,Tier 5 (excluded-large),bse,no,20260606T061500Z,"Auth: Secondary/regional media or trade aggregator | Rel: High relevance (3 agri + 4 trade friction terms) | Gran: Substantive depth (601 words, 2 regulatory/quantitative parameters) | Curr: Recent active trade period (2026) | Comp: Full operative article text (601 words) | Mach: Clean UTF-8 newspaper3k full-text extraction"
B-GD-017,B,GDELT 2.0 / prokerala.com (Media & Trade News),https://www.prokerala.com/news/articles/a1767304.html,"2026-07-09 / json,csv,txt / English","Corpus B media & trade news report: 'AYUSHEXCIL , Spices Board sign pact to boost Ayush exports' (Section 10 DQA passed; newspaper3k full-text extracted; deduplicated)","M,A,M,A,A,A","M,M,M,M,M,M",yes,inductive-other,gdelt-spices-sps-hurdles,not-applicable,not-required,None (Generalized Discourse - Unverified),Unverified - Keyword Plausible (No Firm/Registry ID Found),Keyword Presence Check (Unverified Entity),2026-07-22,keyword-plausible-unverified,MSME-instance (keyword-plausible target population under study),,Tier 4 (indeterminate),,no,20260525T163000Z,"Auth: Secondary/regional media or trade aggregator | Rel: High relevance (2 agri + 3 trade friction terms) | Gran: Overview narrative (454 words, 1 regulatory specifics) | Curr: Recent active trade period (2026) | Comp: Full operative article text (454 words) | Mach: Clean UTF-8 newspaper3k full-text extraction"
B-GD-018,B,GDELT 2.0 / aninews.in (Media & Trade News),https://aninews.in/news/business/shyam-dhani-industries-limited-unveils-4-pronged-growth-strategy-aims-to-achieve-8377300-cr-turnover-over-the-next-three-years20260624134341/,"2026-07-09 / json,csv,txt / English",Corpus B media & trade news report: 'Shyam Dhani Industries Limited Unveils 4 - Pronged Growth Strategy ; Aims to Achieve ₹300 Cr Turnover Over the Next Three Years' (Section 10 DQA passed; newspaper3k full-text extracted; deduplicated),"M,A,M,A,A,A","M,M,M,M,M,M",yes,inductive-other,gdelt-spices-sps-hurdles,not-applicable,not-required,None (Generalized Discourse - Unverified),Unverified - Keyword Plausible (No Firm/Registry ID Found),Keyword Presence Check (Unverified Entity),2026-07-22,keyword-plausible-unverified,MSME-instance (keyword-plausible target population under study),,Tier 5 (excluded-large),nse,no,20260624T091500Z,"Auth: Secondary/regional media or trade aggregator | Rel: High relevance (2 agri + 2 trade friction terms) | Gran: Overview narrative (709 words, 0 regulatory specifics) | Curr: Recent active trade period (2026) | Comp: Full operative article text (709 words) | Mach: Clean UTF-8 newspaper3k full-text extraction"
B-GD-019,B,GDELT 2.0 / kathmandupost.com (Media & Trade News),https://kathmandupost.com/money/2026/06/23/nepal-earns-record-rs12-billion-from-large-cardamom-exports,"2026-07-09 / json,csv,txt / English",Corpus B media & trade news report: 'Nepal earns record Rs12 billion from large cardamom exports' (Section 10 DQA passed; newspaper3k full-text extracted; deduplicated),"M,M,A,A,A,A","M,M,M,M,M,M",yes,institutional-voids,gdelt-spices-sps-hurdles,not-applicable,not-required,None (Generalized Discourse - Unverified),Unverified - Keyword Plausible (No Firm/Registry ID Found),Keyword Presence Check (Unverified Entity),2026-07-22,keyword-plausible-unverified,MSME-instance (keyword-plausible target population under study),,Tier 5 (excluded-large),bse,no,20260623T040000Z,"Auth: Secondary/regional media or trade aggregator | Rel: Adequate/Marginal trade relevance (1 agri + 4 trade friction terms) | Gran: Substantive depth (1110 words, 4 regulatory/quantitative parameters) | Curr: Recent active trade period (2026) | Comp: Full operative article text (1110 words) | Mach: Clean UTF-8 newspaper3k full-text extraction"
B-GD-020,B,GDELT 2.0 / jagranjosh.com (Media & Trade News),https://www.jagranjosh.com/general-knowledge/statewise-list-of-famous-spices-in-india-1820009871-1,"2026-07-09 / json,csv,txt / English",Corpus B media & trade news report: 'State - Wise List of Famous Spices in India' (Section 10 DQA passed; newspaper3k full-text extracted; deduplicated),"M,A,M,A,A,A","M,M,M,M,M,M",yes,inductive-other,gdelt-spices-sps-hurdles,not-applicable,not-required,None (Generalized Discourse - Unverified),Unverified - Keyword Plausible (No Firm/Registry ID Found),Keyword Presence Check (Unverified Entity),2026-07-22,keyword-plausible-unverified,MSME-instance (keyword-plausible target population under study),,Tier 5 (excluded-large),bse,no,20260617T070000Z,"Auth: Secondary/regional media or trade aggregator | Rel: High relevance (4 agri + 3 trade friction terms) | Gran: Overview narrative (1512 words, 0 regulatory specifics) | Curr: Recent active trade period (2026) | Comp: Full operative article text (1512 words) | Mach: Clean UTF-8 newspaper3k full-text extraction"
B-GD-021,B,GDELT 2.0 / news.webindia123.com (Media & Trade News),https://news.webindia123.com/news/Articles/India/20260420/4441519.html,"2026-07-09 / json,csv,txt / English",Corpus B media & trade news report: 'Red gold from Rajasthan powers rural success story' (Section 10 DQA passed; newspaper3k full-text extracted; deduplicated),"M,A,M,A,A,A","M,M,M,M,M,M",yes,inductive-other,gdelt-msme-trade-friction,not-applicable,not-required,None (Generalized Discourse - Unverified),Unverified - Keyword Plausible (No Firm/Registry ID Found),Keyword Presence Check (Unverified Entity),2026-07-22,keyword-plausible-unverified,MSME-instance (keyword-plausible target population under study),,Tier 4 (indeterminate),,no,20260420T141500Z,"Auth: Secondary/regional media or trade aggregator | Rel: High relevance (2 agri + 2 trade friction terms) | Gran: Overview narrative (479 words, 0 regulatory specifics) | Curr: Recent active trade period (2026) | Comp: Full operative article text (479 words) | Mach: Clean UTF-8 newspaper3k full-text extraction"
B-GD-022,B,GDELT 2.0 / dailyexcelsior.com (Media & Trade News),https://www.dailyexcelsior.com/explore-untapped-potential-of-spices-sector-chirag-paswan/,"2026-07-09 / json,csv,txt / English",Corpus B media & trade news report: 'Explore untapped potential of spices sector : Chirag Paswan' (Section 10 DQA passed; newspaper3k full-text extracted; deduplicated),"M,A,M,A,A,A","M,M,M,M,M,M",yes,inductive-other,gdelt-spices-sps-hurdles,not-applicable,not-required,None (Generalized Discourse - Unverified),Unverified - Keyword Plausible (No Firm/Registry ID Found),Keyword Presence Check (Unverified Entity),2026-07-22,keyword-plausible-unverified,MSME-instance (keyword-plausible target population under study),,Tier 4 (indeterminate),,no,20260418T010000Z,"Auth: Secondary/regional media or trade aggregator | Rel: High relevance (3 agri + 2 trade friction terms) | Gran: Overview narrative (252 words, 0 regulatory specifics) | Curr: Recent active trade period (2026) | Comp: Full operative article text (252 words) | Mach: Clean UTF-8 newspaper3k full-text extraction"
B-GD-023,B,GDELT 2.0 / thewhiskeywash.com (Media & Trade News),https://thewhiskeywash.com/whiskey-awards/the-best-indian-whisky-from-the-international-whisky-competition-2026/,"2026-07-09 / json,csv,txt / English",Corpus B media & trade news report: 'The Best Indian Whisky From The International Whisky Competition 2026' (Section 10 DQA passed; newspaper3k full-text extracted; deduplicated),"M,M,M,A,A,A","M,M,M,M,M,M",yes,inductive-other,gdelt-msme-trade-friction,not-applicable,not-required,None (Generalized Discourse - Unverified),Unverified - Keyword Plausible (No Firm/Registry ID Found),Keyword Presence Check (Unverified Entity),2026-07-22,keyword-plausible-unverified,MSME-instance (keyword-plausible target population under study),,Tier 5 (excluded-large),bse,no,20260707T173000Z,"Auth: Secondary/regional media or trade aggregator | Rel: Adequate/Marginal trade relevance (1 agri + 2 trade friction terms) | Gran: Overview narrative (1260 words, 0 regulatory specifics) | Curr: Recent active trade period (2026) | Comp: Full operative article text (1260 words) | Mach: Clean UTF-8 newspaper3k full-text extraction"
B-GD-024,B,GDELT 2.0 / asianews.network (Media & Trade News),https://asianews.network/nepal-earns-record-billions-from-large-cardamom-exports/,"2026-07-09 / json,csv,txt / English",Corpus B media & trade news report: 'Nepal earns record billions from large cardamom exports' (Section 10 DQA passed; newspaper3k full-text extracted; deduplicated),"M,M,A,A,A,A","M,M,M,M,M,M",yes,institutional-voids,gdelt-spices-sps-hurdles,not-applicable,not-required,None (Generalized Discourse - Unverified),Unverified - Keyword Plausible (No Firm/Registry ID Found),Keyword Presence Check (Unverified Entity),2026-07-22,keyword-plausible-unverified,MSME-instance (keyword-plausible target population under study),,Tier 5 (excluded-large),bse,no,20260624T041500Z,"Auth: Secondary/regional media or trade aggregator | Rel: Adequate/Marginal trade relevance (1 agri + 4 trade friction terms) | Gran: Substantive depth (1072 words, 4 regulatory/quantitative parameters) | Curr: Recent active trade period (2026) | Comp: Full operative article text (1072 words) | Mach: Clean UTF-8 newspaper3k full-text extraction"
B-GD-025,B,GDELT 2.0 / denverpost.com (Media & Trade News),https://www.denverpost.com/2026/04/23/world-beer-cup-colorado-breweries-winners-2026/,"2026-07-09 / json,csv,txt / English",Corpus B media & trade news report: 'See Colorado 26 World Beer Cup winners for 2026' (Section 10 DQA passed; newspaper3k full-text extracted; deduplicated),"M,M,M,A,A,A","M,M,M,M,M,M",yes,inductive-other,gdelt-msme-trade-friction,not-applicable,not-required,None (Generalized Discourse - Unverified),Unverified - Keyword Plausible (No Firm/Registry ID Found),Keyword Presence Check (Unverified Entity),2026-07-22,keyword-plausible-unverified,MSME-instance (keyword-plausible target population under study),,Tier 4 (indeterminate),,no,20260423T193000Z,"Auth: Secondary/regional media or trade aggregator | Rel: Adequate/Marginal trade relevance (1 agri + 3 trade friction terms) | Gran: Overview narrative (1719 words, 0 regulatory specifics) | Curr: Recent active trade period (2026) | Comp: Full operative article text (1719 words) | Mach: Clean UTF-8 newspaper3k full-text extraction"
B-GD-026,B,GDELT 2.0 / westword.com (Media & Trade News),https://www.westword.com/food-drink/colorado-awards-world-beer-cup-2026-040876421-40876421/,"2026-07-09 / json,csv,txt / English",Corpus B media & trade news report: 'Colorado Wins Nearly Two Dozen Awards at World Beer Cup' (Section 10 DQA passed; newspaper3k full-text extracted; deduplicated),"M,M,M,A,A,A","M,M,M,M,M,M",yes,inductive-other,gdelt-msme-trade-friction,not-applicable,not-required,None (Generalized Discourse - Unverified),Unverified - Keyword Plausible (No Firm/Registry ID Found),Keyword Presence Check (Unverified Entity),2026-07-22,keyword-plausible-unverified,MSME-instance (keyword-plausible target population under study),,Tier 4 (indeterminate),,no,20260424T214500Z,"Auth: Secondary/regional media or trade aggregator | Rel: Adequate/Marginal trade relevance (1 agri + 3 trade friction terms) | Gran: Overview narrative (703 words, 0 regulatory specifics) | Curr: Recent active trade period (2026) | Comp: Full operative article text (703 words) | Mach: Clean UTF-8 newspaper3k full-text extraction"
